subid,counter,trialtype,percentage,colorasked,searchtype,targetshape,targetcolor,targetword,distractorshape1,distractorshape2,distractorcolor,date,timestamp,rtsearch,rttest,targetpos,foilpos,attncheckscore
79,1,2,50,true,contrast,9,green,wug,1,23,red,6/16/2019,15:23,12218,15560,3,4,"0
"
79,2,1,50,false,contrast,18,green,dax,12,4,purple,6/16/2019,15:23,10524,6879,3,4,"0
"
79,3,3,100,false,polychrome,16,purple,blicket,20,22,blue,6/16/2019,15:23,11886,5646,3,2,"0
"
79,4,6,50,true,monochrome,2,purple,gade,14,15,green,6/16/2019,15:24,9247,4878,4,2,"0
"
79,5,4,50,true,polychrome,13,green,toma,21,24,purple,6/16/2019,15:24,8063,5575,3,2,"0
"
79,6,5,50,false,monochrome,8,red,sprock,7,11,green,6/16/2019,15:24,11452,2543,4,1,"0
"
79,7,0,50,false,attncheck,8,red,sprock,7,11,green,6/16/2019,15:24,11452,2543,4,1,"5
"
67,1,1,100,false,contrast,16,red,wug,3,20,green,6/16/2019,16:39,16674,8347,4,3,"0
"
67,2,6,50,true,monochrome,9,red,toma,5,2,green,6/16/2019,16:39,12104,7642,3,2,"0
"
67,3,5,100,false,monochrome,10,green,gade,14,12,red,6/16/2019,16:40,10916,6461,4,1,"0
"
67,4,2,50,true,contrast,6,green,blicket,1,7,red,6/16/2019,16:40,10757,3705,3,4,"0
"
67,5,3,100,false,polychrome,17,red,dax,11,19,green,6/16/2019,16:40,9775,4886,4,2,"0
"
67,6,4,50,true,polychrome,24,green,sprock,8,21,red,6/16/2019,16:40,8849,5419,4,1,"0
"
67,7,0,50,true,attncheck,24,green,sprock,8,21,red,6/16/2019,16:40,8849,5419,4,1,"8
"
31,1,6,60,true,monochrome,17,green,wug,6,9,purple,6/16/2019,16:21,13172,18031,3,2,"0
"
31,2,2,80,true,contrast,21,red,toma,24,16,purple,6/16/2019,16:21,7836,10020,3,4,"0
"
31,3,4,75,true,polychrome,10,blue,sprock,1,12,red,6/16/2019,16:21,11285,6470,3,1,"0
"
31,4,5,50,false,monochrome,4,red,gade,7,23,green,6/16/2019,16:22,9299,7782,4,1,"0
"
31,5,3,60,false,polychrome,13,purple,blicket,11,5,red,6/16/2019,16:22,8060,4624,3,1,"0
"
31,6,1,80,false,contrast,22,blue,dax,3,2,green,6/16/2019,16:22,9311,11018,3,4,"0
"
31,7,0,80,false,attncheck,22,blue,dax,3,2,green,6/16/2019,16:22,9311,11018,3,4,"6
"
101,1,4,62,true,polychrome,21,purple,dax,18,6,blue,6/16/2019,16:22,11725,6729,4,2,"0
"
101,2,1,49,false,contrast,11,red,toma,23,7,green,6/16/2019,16:22,7361,3362,3,4,"0
"
101,3,5,50,false,monochrome,14,blue,wug,3,19,purple,6/16/2019,16:22,7410,3136,3,2,"0
"
101,4,2,56,true,contrast,9,red,sprock,4,22,blue,6/16/2019,16:22,7501,2526,4,3,"0
"
101,5,6,49,true,monochrome,5,purple,blicket,20,17,red,6/16/2019,16:23,7037,3013,3,1,"0
"
101,6,3,48,false,polychrome,12,red,gade,8,15,blue,6/16/2019,16:23,6546,2006,4,2,"0
"
101,7,0,48,false,attncheck,12,red,gade,8,15,blue,6/16/2019,16:23,6546,2006,4,2,"7
"
64,1,3,15,false,polychrome,12,red,toma,1,14,green,6/16/2019,13:30,10344,6151,4,1,"0
"
64,2,6,70,true,monochrome,17,red,sprock,22,4,blue,6/16/2019,13:30,10126,5110,3,1,"0
"
64,3,1,90,false,contrast,5,red,gade,9,3,green,6/16/2019,13:30,11471,5373,4,3,"0
"
64,4,5,90,false,monochrome,19,blue,dax,2,21,red,6/16/2019,13:30,7292,6174,3,1,"0
"
64,5,4,60,true,polychrome,20,blue,blicket,24,13,purple,6/16/2019,13:31,7021,6260,4,2,"0
"
64,6,2,90,true,contrast,16,green,wug,18,8,purple,6/16/2019,13:31,7087,3989,4,3,"0
"
64,7,0,90,true,attncheck,16,green,wug,18,8,purple,6/16/2019,13:31,7087,3989,4,3,"6
"
34,1,1,36,false,contrast,24,blue,blicket,23,10,red,6/16/2019,16:26,13637,17006,3,4,"0
"
34,2,3,89,false,polychrome,15,purple,toma,8,22,blue,6/16/2019,16:27,11020,9180,4,2,"0
"
34,3,5,91,false,monochrome,19,purple,wug,9,12,green,6/16/2019,16:27,9415,7140,3,2,"0
"
34,4,6,42,true,monochrome,18,red,gade,7,2,blue,6/16/2019,16:28,11210,11480,3,1,"0
"
34,5,4,48,true,polychrome,4,red,dax,16,3,green,6/16/2019,16:28,9034,8400,4,2,"0
"
34,6,2,38,true,contrast,14,blue,sprock,5,1,green,6/16/2019,16:28,9510,6610,3,4,"0
"
34,7,0,38,true,attncheck,14,blue,sprock,5,1,green,6/16/2019,16:28,9510,6610,3,4,"8
"
114,1,2,40,true,contrast,14,blue,blicket,12,22,green,6/16/2019,16:33,12060,28299,3,4,"0
"
114,2,1,30,false,contrast,9,blue,gade,5,20,red,6/16/2019,16:33,9919,30022,3,4,"0
"
114,3,6,60,true,monochrome,17,green,wug,1,4,blue,6/16/2019,16:34,9810,9541,3,1,"0
"
114,4,5,59,false,monochrome,10,red,dax,19,21,blue,6/16/2019,16:34,10946,9193,3,2,"0
"
114,5,3,27,false,polychrome,6,blue,toma,7,23,purple,6/16/2019,16:36,101032,4065,4,1,"0
"
114,6,4,50,true,polychrome,24,red,sprock,13,15,green,6/16/2019,16:36,9104,11171,4,1,"0
"
114,7,0,50,true,attncheck,24,red,sprock,13,15,green,6/16/2019,16:36,9104,11171,4,1,"5
"
120,1,2,10,true,contrast,16,green,blicket,22,19,red,6/16/2019,16:20,10775,5974,4,3,"0
"
120,2,4,25,true,polychrome,1,blue,toma,12,2,red,6/16/2019,16:20,7327,3328,4,1,"0
"
120,3,5,5,false,monochrome,8,red,wug,14,24,green,6/16/2019,16:20,7004,1985,3,1,"0
"
120,4,1,19,false,contrast,11,purple,dax,21,13,red,6/16/2019,16:21,10937,1674,3,4,"0
"
120,5,6,25,true,monochrome,7,green,sprock,23,3,red,6/16/2019,16:21,6668,1962,3,1,"0
"
120,6,3,20,false,polychrome,20,red,gade,18,10,purple,6/16/2019,16:21,8399,4029,4,2,"0
"
120,7,0,20,false,attncheck,20,red,gade,18,10,purple,6/16/2019,16:21,8399,4029,4,2,"8
"
75,1,6,39,true,monochrome,23,green,dax,7,21,blue,6/16/2019,15:32,12691,12165,3,1,"0
"
75,2,1,60,false,contrast,9,red,gade,20,16,blue,6/16/2019,15:32,11737,7784,3,4,"0
"
75,3,5,35,false,monochrome,12,blue,wug,1,8,green,6/16/2019,15:32,9073,7975,3,2,"0
"
75,4,3,68,false,polychrome,15,green,toma,5,18,red,6/16/2019,15:33,15043,5715,3,2,"0
"
75,5,2,82,true,contrast,14,blue,blicket,22,17,green,6/16/2019,15:33,9181,5899,4,3,"0
"
75,6,4,73,true,polychrome,10,red,sprock,11,6,green,6/16/2019,15:33,7078,3604,4,1,"0
"
75,7,0,73,true,attncheck,10,red,sprock,11,6,green,6/16/2019,15:33,7078,3604,4,1,"8
"
6,1,4,70,true,polychrome,13,blue,sprock,15,2,purple,6/16/2019,16:34,11516,7028,4,1,"0
"
6,2,1,79,false,contrast,3,blue,dax,16,17,green,6/16/2019,16:34,9482,4591,4,3,"0
"
6,3,6,50,true,monochrome,22,blue,toma,10,11,green,6/16/2019,16:34,6988,4276,4,2,"0
"
6,4,3,49,false,polychrome,20,green,blicket,18,4,blue,6/16/2019,16:35,8423,5556,3,1,"0
"
6,5,2,76,true,contrast,6,purple,gade,24,5,green,6/16/2019,16:35,7785,3160,3,4,"0
"
6,6,5,51,false,monochrome,14,purple,wug,12,23,red,6/16/2019,16:35,8399,4228,4,2,"0
"
6,7,0,51,false,attncheck,14,purple,wug,12,23,red,6/16/2019,16:35,8399,4228,4,2,"4
"
80,1,4,36,true,polychrome,1,red,sprock,20,15,green,6/16/2019,16:32,13164,14240,4,2,"0
"
80,2,3,50,false,polychrome,16,green,dax,7,5,red,6/16/2019,16:32,9143,9892,4,2,"0
"
80,3,5,32,false,monochrome,3,purple,gade,6,13,red,6/16/2019,16:32,8523,5285,4,2,"0
"
80,4,2,46,true,contrast,12,purple,blicket,9,8,blue,6/16/2019,16:33,9016,8887,3,4,"0
"
80,5,6,36,true,monochrome,19,blue,toma,11,4,red,6/16/2019,16:33,8230,3695,3,2,"0
"
80,6,1,55,false,contrast,10,green,wug,17,18,purple,6/16/2019,16:33,8353,8152,4,3,"0
"
80,7,0,55,false,attncheck,10,green,wug,17,18,purple,6/16/2019,16:33,8353,8152,4,3,"6
"
40,1,1,30,false,contrast,12,blue,blicket,3,22,green,6/16/2019,16:27,15192,19015,3,4,"0
"
40,2,4,35,true,polychrome,9,blue,wug,24,10,purple,6/16/2019,16:27,10759,10291,4,1,"0
"
40,3,2,15,true,contrast,23,purple,toma,16,7,red,6/16/2019,16:27,9439,16263,3,4,"0
"
40,4,5,20,false,monochrome,21,red,dax,19,4,purple,6/16/2019,16:28,9072,13351,3,2,"0
"
40,5,6,20,true,monochrome,5,red,sprock,18,20,green,6/16/2019,16:28,10759,14881,3,2,"0
"
40,6,3,20,false,polychrome,11,red,gade,17,8,blue,6/16/2019,16:29,8823,9913,4,1,"0
"
40,7,0,20,false,attncheck,11,red,gade,17,8,blue,6/16/2019,16:29,8823,9913,4,1,"6
"
77,1,2,25,true,contrast,23,red,wug,2,18,purple,6/16/2019,13:21,13108,14569,4,3,"0
"
77,2,3,100,false,polychrome,16,green,sprock,15,24,blue,6/16/2019,13:21,9091,7194,3,1,"0
"
77,3,3,100,false,polychrome,16,green,sprock,15,24,blue,6/16/2019,13:21,9091,7282,3,1,"0
"
77,4,5,50,false,monochrome,4,red,dax,14,12,green,6/16/2019,13:22,12320,7575,3,2,"0
"
77,5,5,50,false,monochrome,4,red,dax,14,12,green,6/16/2019,13:22,12320,7663,3,2,"0
"
77,6,1,100,false,contrast,20,purple,gade,5,19,blue,6/16/2019,13:22,10958,9130,4,3,"0
"
77,7,0,100,false,attncheck,20,purple,gade,5,19,blue,6/16/2019,13:22,10958,9130,4,3,"6
"
21,1,1,40,false,contrast,4,red,wug,12,18,purple,6/16/2019,16:37,12128,10936,4,3,"0
"
21,2,2,37,true,contrast,10,red,gade,15,14,green,6/16/2019,16:38,8742,3901,4,3,"0
"
21,3,4,17,true,polychrome,13,green,blicket,23,5,red,6/16/2019,16:38,9184,2841,3,1,"0
"
21,4,6,53,true,monochrome,20,purple,dax,2,3,blue,6/16/2019,16:38,7454,6288,4,2,"0
"
21,5,3,46,false,polychrome,8,red,sprock,7,22,purple,6/16/2019,16:38,7913,2631,4,1,"0
"
21,6,5,15,false,monochrome,9,purple,toma,6,24,blue,6/16/2019,16:38,7607,2440,3,1,"0
"
21,7,0,15,false,attncheck,9,purple,toma,6,24,blue,6/16/2019,16:38,7607,2440,3,1,"5
"
35,1,5,39,false,monochrome,4,green,blicket,17,14,purple,6/16/2019,16:29,15641,7350,3,2,"0
"
35,2,4,45,true,polychrome,1,blue,wug,5,15,green,6/16/2019,16:30,7315,9926,4,1,"0
"
35,3,2,40,true,contrast,19,red,sprock,22,6,green,6/16/2019,16:30,14113,2630,4,3,"0
"
35,4,1,63,false,contrast,3,green,dax,12,24,purple,6/16/2019,16:30,7163,3137,4,3,"0
"
35,5,6,45,true,monochrome,18,red,toma,2,8,blue,6/16/2019,16:30,7122,2950,3,2,"0
"
35,6,3,72,false,polychrome,9,blue,gade,16,13,green,6/16/2019,16:31,8057,2600,3,2,"0
"
35,7,0,72,false,attncheck,9,blue,gade,16,13,green,6/16/2019,16:31,8057,2600,3,2,"7
"
82,1,3,25,false,polychrome,5,blue,gade,22,4,purple,6/16/2019,13:30,14485,20467,4,2,"0
"
82,2,1,50,false,contrast,14,red,wug,6,13,blue,6/16/2019,13:31,14785,10728,3,4,"0
"
82,3,4,50,true,polychrome,12,green,toma,1,11,purple,6/16/2019,13:31,12340,5062,3,1,"0
"
82,4,2,50,true,contrast,16,red,sprock,21,10,blue,6/16/2019,13:31,11910,9893,4,3,"0
"
82,5,5,25,false,monochrome,8,blue,dax,20,2,purple,6/16/2019,13:32,14740,8953,3,1,"0
"
82,6,6,50,true,monochrome,23,blue,blicket,24,17,green,6/16/2019,13:32,10112,7583,3,2,"0
"
82,7,0,50,true,attncheck,23,blue,blicket,24,17,green,6/16/2019,13:32,10112,7583,3,2,"6
"
111,1,6,33,true,monochrome,18,purple,gade,13,23,green,6/16/2019,16:24,10534,9038,3,2,"0
"
111,2,3,71,false,polychrome,22,blue,dax,10,19,purple,6/16/2019,16:25,11172,4944,4,2,"0
"
111,3,4,39,true,polychrome,3,green,blicket,1,6,blue,6/16/2019,16:25,8796,2167,3,1,"0
"
111,4,2,16,true,contrast,9,green,wug,17,8,purple,6/16/2019,16:25,9872,4098,3,4,"0
"
111,5,1,6,false,contrast,12,green,sprock,4,2,blue,6/16/2019,16:25,11743,4106,3,4,"0
"
111,6,5,42,false,monochrome,24,green,toma,16,15,red,6/16/2019,16:26,9077,1712,3,2,"0
"
111,7,0,42,false,attncheck,24,green,toma,16,15,red,6/16/2019,16:26,9077,1712,3,2,"6
"
29,1,4,61,true,polychrome,21,purple,wug,15,10,green,6/16/2019,16:27,21914,12350,4,2,"0
"
29,2,3,56,false,polychrome,20,red,blicket,16,12,blue,6/16/2019,16:27,10000,2796,4,1,"0
"
29,3,5,34,false,monochrome,19,red,gade,1,18,blue,6/16/2019,16:28,50770,3473,3,2,"0
"
29,4,1,38,false,contrast,22,purple,toma,11,5,green,6/16/2019,16:29,7559,2712,4,3,"0
"
29,5,6,80,true,monochrome,3,green,sprock,9,6,red,6/16/2019,16:29,7073,4630,3,1,"0
"
29,6,2,77,true,contrast,4,blue,dax,14,8,red,6/16/2019,16:29,7922,5323,3,4,"0
"
29,7,0,77,true,attncheck,4,blue,dax,14,8,red,6/16/2019,16:29,7922,5323,3,4,"4
"
108,1,5,67,false,monochrome,11,green,dax,9,18,blue,6/16/2019,16:20,17755,13217,3,1,"0
"
108,2,6,40,true,monochrome,16,purple,blicket,10,20,green,6/16/2019,16:21,11331,10279,4,2,"0
"
108,3,3,40,false,polychrome,1,green,wug,12,2,blue,6/16/2019,16:21,10292,7026,4,2,"0
"
108,4,2,40,true,contrast,4,green,sprock,22,13,blue,6/16/2019,16:21,9365,5324,3,4,"0
"
108,5,4,40,true,polychrome,19,blue,toma,23,8,red,6/16/2019,16:21,10938,5752,3,2,"0
"
108,6,1,40,false,contrast,6,blue,gade,24,15,purple,6/16/2019,16:22,8801,8885,4,3,"0
"
108,7,0,40,false,attncheck,6,blue,gade,24,15,purple,6/16/2019,16:22,8801,8885,4,3,"5
"
116,1,5,20,false,monochrome,9,red,blicket,21,23,purple,6/16/2019,16:22,14167,15166,4,1,"0
"
116,2,1,14,false,contrast,20,green,wug,10,11,purple,6/16/2019,16:22,11762,12964,3,4,"0
"
116,3,3,23,false,polychrome,6,blue,dax,17,14,red,6/16/2019,16:23,10881,13367,4,1,"0
"
116,4,2,26,true,contrast,7,green,toma,3,8,red,6/16/2019,16:23,8221,16202,3,4,"0
"
116,5,6,27,true,monochrome,13,blue,gade,18,5,green,6/16/2019,16:23,7548,5182,3,2,"0
"
116,6,4,29,true,polychrome,22,blue,sprock,4,16,red,6/16/2019,16:24,12856,5671,3,1,"0
"
116,7,0,29,true,attncheck,22,blue,sprock,4,16,red,6/16/2019,16:24,12856,5671,3,1,"8
"
84,1,3,51,false,polychrome,22,red,toma,12,8,purple,6/16/2019,16:38,12227,10673,4,2,"0
"
84,2,6,46,true,monochrome,1,red,gade,18,4,purple,6/16/2019,16:38,7311,3014,4,2,"0
"
84,3,2,47,true,contrast,2,blue,dax,23,6,purple,6/16/2019,16:38,7297,2304,4,3,"0
"
84,4,1,46,false,contrast,21,purple,blicket,3,14,red,6/16/2019,16:38,7907,2636,4,3,"0
"
84,5,4,51,true,polychrome,24,green,sprock,16,13,red,6/16/2019,16:39,9757,3977,3,1,"0
"
84,6,5,47,false,monochrome,20,purple,wug,15,5,green,6/16/2019,16:39,7150,2667,3,2,"0
"
84,7,0,47,false,attncheck,20,purple,wug,15,5,green,6/16/2019,16:39,7150,2667,3,2,"7
"
71,1,2,50,true,contrast,9,blue,toma,18,5,green,6/16/2019,13:34,13499,11005,3,4,"0
"
71,2,3,50,false,polychrome,23,green,wug,1,7,red,6/16/2019,13:34,18215,10791,3,1,"0
"
71,3,6,50,true,monochrome,24,purple,dax,10,14,green,6/16/2019,13:35,12897,9661,4,2,"0
"
71,4,5,50,false,monochrome,8,red,sprock,11,3,green,6/16/2019,13:35,8209,11607,4,2,"0
"
71,5,1,70,false,contrast,16,purple,blicket,2,13,blue,6/16/2019,13:35,10892,10464,3,4,"0
"
71,6,4,50,true,polychrome,22,purple,gade,20,6,red,6/16/2019,13:36,8196,7782,3,2,"0
"
71,7,0,50,true,attncheck,22,purple,gade,20,6,red,6/16/2019,13:36,8196,7782,3,2,"7
"
52,1,5,60,false,monochrome,12,red,toma,10,16,green,6/16/2019,16:24,11087,24467,3,1,"0
"
52,2,3,50,false,polychrome,19,red,blicket,7,5,purple,6/16/2019,16:24,9604,14810,3,1,"0
"
52,3,4,80,true,polychrome,8,green,gade,13,9,red,6/16/2019,16:24,8706,8105,4,1,"0
"
52,4,2,50,true,contrast,2,purple,wug,24,3,green,6/16/2019,16:25,8885,7831,4,3,"0
"
52,5,1,100,false,contrast,6,blue,dax,11,20,purple,6/16/2019,16:25,10710,4073,3,4,"0
"
52,6,6,50,true,monochrome,14,green,sprock,23,18,red,6/16/2019,16:25,7199,5392,4,1,"0
"
52,7,0,50,true,attncheck,14,green,sprock,23,18,red,6/16/2019,16:25,7199,5392,4,1,"8
"
110,1,4,92,true,polychrome,15,purple,blicket,16,1,blue,6/16/2019,16:21,11366,7432,4,1,"0
"
110,2,5,55,false,monochrome,2,red,gade,21,8,blue,6/16/2019,16:21,11910,5286,4,2,"0
"
110,3,1,48,false,contrast,9,blue,sprock,11,14,purple,6/16/2019,16:22,9106,3476,4,3,"0
"
110,4,6,29,true,monochrome,3,red,wug,6,24,blue,6/16/2019,16:22,10991,2812,4,1,"0
"
110,5,2,40,true,contrast,17,blue,toma,19,22,red,6/16/2019,16:22,10731,3073,3,4,"0
"
110,6,3,49,false,polychrome,5,red,dax,13,20,purple,6/16/2019,16:22,7707,2901,3,1,"0
"
110,7,0,49,false,attncheck,5,red,dax,13,20,purple,6/16/2019,16:22,7707,2901,3,1,"5
"
49,1,5,50,false,monochrome,9,blue,wug,3,1,green,6/16/2019,16:23,12512,55292,4,2,"0
"
49,2,4,20,true,polychrome,17,green,toma,14,6,red,6/16/2019,16:23,11347,12743,3,1,"0
"
49,3,3,40,false,polychrome,20,purple,sprock,13,12,red,6/16/2019,16:23,10954,7242,4,2,"0
"
49,4,1,20,false,contrast,22,blue,gade,5,15,red,6/16/2019,16:24,9668,8813,4,3,"0
"
49,5,2,50,true,contrast,8,red,dax,11,2,blue,6/16/2019,16:24,8843,8095,3,4,"0
"
49,6,6,50,true,monochrome,21,blue,blicket,7,10,purple,6/16/2019,16:24,7701,9279,3,1,"0
"
49,7,0,50,true,attncheck,21,blue,blicket,7,10,purple,6/16/2019,16:24,7701,9279,3,1,"4
"
74,1,2,50,true,contrast,5,blue,toma,12,20,green,6/16/2019,16:37,22220,18353,3,4,"0
"
74,2,5,50,false,monochrome,8,green,wug,6,13,blue,6/16/2019,16:37,14691,9916,3,2,"0
"
74,3,1,100,false,contrast,3,purple,dax,18,19,red,6/16/2019,16:37,14533,5369,4,3,"0
"
74,4,3,50,false,polychrome,10,blue,blicket,1,11,purple,6/16/2019,16:38,15273,6082,4,1,"0
"
74,5,6,33,true,monochrome,14,blue,gade,23,7,purple,6/16/2019,16:38,13421,7684,4,2,"0
"
74,6,4,50,true,polychrome,17,green,sprock,16,22,blue,6/16/2019,16:39,14516,8212,4,1,"0
"
74,7,0,50,true,attncheck,17,green,sprock,16,22,blue,6/16/2019,16:39,14516,8212,4,1,"7
"
4,1,3,37,false,polychrome,10,blue,wug,21,6,purple,6/16/2019,13:30,25950,11197,3,2,"0
"
4,2,1,50,false,contrast,7,purple,gade,3,19,blue,6/16/2019,13:31,15863,8918,3,4,"0
"
4,3,5,50,false,monochrome,16,green,sprock,13,14,blue,6/16/2019,13:31,8968,4945,4,2,"0
"
4,4,4,50,true,polychrome,11,purple,dax,9,18,blue,6/16/2019,13:32,27174,15095,3,2,"0
"
4,5,6,42,true,monochrome,5,purple,toma,20,1,green,6/16/2019,13:32,13166,6042,3,2,"0
"
4,6,2,68,true,contrast,2,red,blicket,22,23,purple,6/16/2019,13:33,22673,6613,3,4,"0
"
4,7,0,68,true,attncheck,2,red,blicket,22,23,purple,6/16/2019,13:33,22673,6613,3,4,"5
"
1,1,1,92,false,contrast,2,red,toma,15,11,purple,6/16/2019,15:19,12600,13273,3,4,"0
"
1,2,6,52,true,monochrome,18,blue,sprock,20,7,green,6/16/2019,15:19,8092,5190,4,2,"0
"
1,3,4,52,true,polychrome,6,purple,gade,9,24,green,6/16/2019,15:19,7110,2856,4,1,"0
"
1,4,5,93,false,monochrome,12,green,wug,13,4,blue,6/16/2019,15:20,7681,2597,4,2,"0
"
1,5,2,50,true,contrast,22,purple,dax,19,16,blue,6/16/2019,15:20,6743,2601,4,3,"0
"
1,6,3,86,false,polychrome,17,purple,blicket,5,21,blue,6/16/2019,15:20,7846,2201,4,1,"0
"
1,7,0,86,false,attncheck,17,purple,blicket,5,21,blue,6/16/2019,15:20,7846,2201,4,1,"8
"
61,1,6,25,true,monochrome,4,red,dax,11,18,purple,6/16/2019,16:34,14131,13988,4,1,"0
"
61,2,5,50,false,monochrome,10,green,toma,14,17,red,6/16/2019,16:34,8849,6197,3,1,"0
"
61,3,3,50,false,polychrome,21,blue,wug,16,6,red,6/16/2019,16:34,10359,4943,4,2,"0
"
61,4,1,100,false,contrast,22,green,gade,1,5,red,6/16/2019,16:34,11950,5700,3,4,"0
"
61,5,4,100,true,polychrome,12,green,blicket,3,20,purple,6/16/2019,16:35,8636,3612,3,1,"0
"
61,6,2,50,true,contrast,9,blue,sprock,8,24,green,6/16/2019,16:35,7466,5954,4,3,"0
"
61,7,0,50,true,attncheck,9,blue,sprock,8,24,green,6/16/2019,16:35,7466,5954,4,3,"7
"
20,1,6,42,true,monochrome,13,purple,blicket,10,14,green,6/16/2019,16:22,7343,1634,3,1,"0
"
20,2,5,54,false,monochrome,12,green,gade,2,21,red,6/16/2019,16:22,6507,2686,4,2,"0
"
20,3,4,50,true,polychrome,11,red,dax,16,3,purple,6/16/2019,16:22,6513,2234,4,2,"0
"
20,4,2,49,true,contrast,1,blue,sprock,18,20,red,6/16/2019,16:23,9689,1528,4,3,"0
"
20,5,1,58,false,contrast,15,red,toma,9,23,purple,6/16/2019,16:23,9066,1613,4,3,"0
"
